Id,Sentiment,Pasangan Calon,Tweet,preprocessing,preprobaru
784,positive,Anies-Sandi,Ornamen Betawi Hiasi TPS 28 Tempat Anies Nyoblos. https://goo.gl/FVZA0B  #pilkadadki2017 #tps28 @aniesbaswedan,ornamen betawi hias tempat pemungutan suara anies mencoblos pilkadadki tempat pemungutan suara aniesbaswedan,ornamen betawi hias mungut suara anies coblos pilkadadki mungut suara aniesbaswedan
785,positive,Anies-Sandi,"Aku asli suku betawi, aku akan pilih pemimpin muslim yang akan jadi pemimpin Jakarta #pilkadadki2017 #pilkadajakarta ALLAHUAKBAR 3x !!",asli suku betawi pilih pimpin muslim pimpin jaka a pilkadadki pilkadajaka a allahu akbar x,asli suku betawi pilih pimpin muslim pimpin jaka a pilkadadki pilkadajaka a allahu akbar x
786,positive,Anies-Sandi,Anies-Sandi Bakal Upayakan Hal Ini untuk Buruh di Jakarta #AniesSandi #Buruh #Jakarta http://bit.ly/2oXCggA,anies sandi upaya buruh jaka a aniessandi buruh jaka a,anies sandi upaya buruh jaka a aniessandi buruh jaka a
787,positive,Anies-Sandi,Seneng lihat expresinya #gubernurbarudkijakarta #milad19pks #aniessandi #salambersama https://www.instagram.com/p/BTgLmrBjg68/,neng lihat ekspresinya gubernurbarudkijaka a milad partai keadilan sejahtera aniessandi salambersama,neng lihat ekspresi gubernurbarudkijaka a milad pak ai adil sejahtera aniessandi salambersama
788,positive,Anies-Sandi,"Unggul di Semua Wilayah, #AniesSandi Raih 57,96% http://obsessionnews.com #AniesSandiGubernurKita #AniesSandiWiner #Ahok #AhokDjarot",unggul wilayah aniessandi raih aniessandigubernurkita aniessandiwiner ahok ahok djarot,unggul wilayah aniessandi raih aniessandigubernurkita aniessandiwiner ahok ahok djarot
789,positive,Anies-Sandi,Manfaat #Oposisi Loyalis #Badja Terhadap Gubernur Baru DKI http://obsessionnews.com#Ahok #AhokDjarot #Anies #AniesSandi,manfaat oposisi loyalis badja gubernur daerah khusus ibukota ahok djarot anies aniessandi,manfaat oposisi loyalis badja gubernur daerah khusus ibu kota ahok djarot anies aniessandi
790,positive,Anies-Sandi,Anies Larang Warga DKI Buka Medsos Atas Nama Rekonsiliasi #Anies #AniesBaswedan #AniesSandi #Medsos http://www.berita168.com/ via @berita168,anies larang warga daerah khusus ibukota buka media sosial nama rekonsiliasi anies aniesbaswedan aniessandi media sosial via berita,anies larang warga daerah khusus ibu kota buka media sosial nama rekonsiliasi anies aniesbaswedan aniessandi media sosial via berita
791,positive,Anies-Sandi,"Janji Kampanye, Anies Yakin APBD DKI Cukup #JanjiKampanye #AniesSandi https://www.harianbernas.com",janji kampanye anies anggaran pendapatan dan belanja daerah daerah khusus ibukota janjikampanye aniessandi,janji kampanye anies anggar dapat belanja daerah daerah khusus ibu kota janjikampanye aniessandi
792,positive,Anies-Sandi,"Keren, ada karangan bunga TANDINGAN ajakan untuk dukung #AniesSandi, lucu juga ya..",keren karang bunga tanding saja dukung aniessandi lucu ya,keren karang bunga tanding dukung aniessandi lucu ya
793,positive,Anies-Sandi,Anies-Sandi Diharapkan Perhatikan Olahraga DKI Jakarta #AniesSandi #Olahraga #DKIJakarta https://www.harianbernas.com,anies sandi harap perhati olahraga daerah khusus ibukota jaka a aniessandi olahraga dkijaka a,anies sandi harap perhati olahraga daerah khusus ibu kota jaka a aniessandi olahraga dkijaka a
794,positive,Anies-Sandi,Ikhtiar #AniesSandi yang sesungguhnya adalah mengembalikan & menghadirkan keadilan bagi wargaâ€¦ https://www.instagram.com/p/BTaCJKngUzg/,ikhtiar aniessandi sungguh kembali hadir adil warga,ikhtiar aniessandi sungguh hadir adil warga
795,positive,Anies-Sandi,Setelah #AniesSandi menggulirkan ide rumah #DP0 jadi makin banyak orang membicarakan rumah murah. Itulah kekuatan gagasan seorang pemimpin !,aniessandi gulir ide rumah uang muka orang bicara rumah murah kuat gagas pimpin,aniessandi gulir ide rumah uang muka orang bicara rumah murah kuat gagas pimpin
796,positive,Anies-Sandi,Ini janji Kampanye Anies_sandi bidang Wirausaha.. https://goo.gl/Ur6MRA  #PilkadaDKI #aniessandi #aniessandimenang #klikwarga #suarart,janji kampanye anies sandi bidang wirausaha pilkadadki aniessandi aniessandimenang klikwarga suara,janji kampanye anies sandi bidang wirausaha pilkadadki aniessandi aniessandimenang klikwarga suara
797,positive,Anies-Sandi,Ayo Sahabat Bersiap Kerja Nyata Bersama Untuk Jakarta #MajuBersama #AniesSandi #okoce https://www.instagram.com/p/BTYTTwogJGp/,ayo sahabat kerja nyata jaka a majubersama aniessandi okoce,ayo sahabat kerja nyata jaka a majubersama aniessandi okoce
798,positive,Anies-Sandi,Aku bukan orang jakarta tapi saya berdoa untuk #aniessandi,orang jaka a doa aniessandi,orang jaka a doa aniessandi
799,positive,Anies-Sandi,@temanAhok @sahaL_AS @GunRomli @addiems Karangan bunga kematian karena #AhokTumbang kekuasaannya&akan segera BERAKHIR. WELCOME #AniesSandi,temanahok sahal as gunromli addiems karang bunga mati ahoktumbang kuasa welcome aniessandi,temanahok sahal as gunromli addiems karang bunga mati ahoktumbang kuasa welcome aniessandi
800,positive,Anies-Sandi,Anies - Sandi: Pastikan Akan Menutup Hotel Alexis dan Malioboro http://monystars.com/hotel-alexis/  #aniessandi #sandiagauno #aniesbaswedan,anies sandi pasti tutup hotel alexis malioboro aniessandi sandiagauno aniesbaswedan,anies sandi tutup hotel alexis malioboro aniessandi sandiagauno aniesbaswedan
801,positive,Anies-Sandi,Apa Saja Dampak Kemenangan Anies-Sandi Terhadap Pergerakan Saham? - https://apaansih.id/#Apaansih #GombalinAhok #AniesSandi #UbahJakarta,dampak menang anies sandi gerak saham gombalinahok aniessandi ubahjaka a,dampak menang anies sandi gerak saham gombalinahok aniessandi ubahjaka a
802,positive,Anies-Sandi,"Betul pak, #AniesSandi kecil mampu mengalahkan #AhokDjarot yang besar",aniessandi kalah ahok djarot,aniessandi kalah ahok djarot
803,positive,Anies-Sandi,Semua adalah Warga Jakarta Jadi Payungi Semua Sapa Semua Program #AniesSandi untuk Semua https://www.instagram.com,warga jaka a payung sapa program aniessandi,warga jaka a payung sapa program aniessandi
804,positive,Anies-Sandi,Masih Seputar #PilkadaDKI http://obsessionnews.com/masih-seputar-pilkada-dki/ â€¦ #Anies #AniesSandi #Ahok #Jakarta,putar pilkadadki anies aniessandi ahok jaka a,putar pilkadadki anies aniessandi ahok jaka a
805,positive,Anies-Sandi,"Terima kasih kepada warga Jakarta yang telah memilih #AniesSandi khususnya warga Kebayoran Baru, kita kawal amanah ummat ini #SalamBersama",terima kasih warga jaka a pilih aniessandi warga kebayoran kawal amanah umat salambersama,terima kasih warga jaka a pilih aniessandi warga kebayoran kawal amanah umat salambersama
806,positive,Anies-Sandi,Selamat datang #GubernurBaru #AniesSandi amanah telah menanti Maju Kotanya Bahagia Warganya,selamat gubernurbaru aniessandi amanah maju kota bahagia warga,selamat gubernurbaru aniessandi amanah maju kota bahagia warga
807,positive,Anies-Sandi,Pasangan #AniesSandi merupakan pasangan yang ideal untuk #MerajutJakartakembali dari dinamika yang terjadi diIbu Kota Jakarta. #ILC,pasang aniessandi pasang ideal merajutjaka akembali dinamika ibu kota jaka a indonesia lawyers club,pasang aniessandi pasang ideal merajutjaka akembali dinamika kota jaka a indonesia lawyers club
808,positive,Anies-Sandi,Kok masih dibahas? Ini sudah di-counter di situs anti HOAX tim #AniesSandi,bahas counter situs anti hoaks tim aniessandi,bahas counter situs anti hoaks tim aniessandi
809,positive,Anies-Sandi,"@maspiyuuu fakta 58% pemilih #AniesSandi sepakat, untuk #AhokForBali1, sbaliknya pmilih #Ahok yang 42% gmana? #JanganHipokrit",maspiyuuu fakta pilih aniessandi sepakat ahokforbali sebaliknya pmilih ahok bagaimana janganhipokrit,maspiyuuu fakta pilih aniessandi sepakat ahokforbali pmilih ahok janganhipokrit
810,positive,Anies-Sandi,Saksikan Live Merajut Jakarta Kembali bersama Bang Anies dan Bang Sandi. #tvone #aniessandiâ€¦ https://www.instagram.com/p/BTTx-ulBtil/,saksi live rajut jaka a bang anies bang sandi tvone aniessandi,saksi live rajut jaka a bang anies bang sandi tvone aniessandi
811,positive,Anies-Sandi,Kerinduan ini mencapai klimaksnya akan sosok gubernur Jakarta yang cinta Persija (Insha Allah) Chant #AniesSandi pun bergema di stadion,rindu capai klimaks sosok gubernur jaka a cinta persija insya allah chant aniessandi gema stadion,rindu capai klimaks sosok gubernur jaka a cinta persija insya allah chant aniessandi gema stadion
812,positive,Anies-Sandi,@JktMajuBersama Sambil nunggu hasil resmi KPU. Yuk kawal #AniesSandi & rangkul smua... http://fb.me/W7EoLl8p,jktmajubersama menunggu hasil resmi komisi pemelihan umum yuk kawal aniessandi rangkul semua,jktmajubersama tunggu hasil resmi komisi pemelihan yuk kawal aniessandi rangkul
813,positive,Anies-Sandi,Silaturahmi bersama teman-teman media yang selama ini mengikuti kegiatan kampanye kami. Terima kasih semuanya! Salam bersama! #AniesSandi,silaturahmi teman teman media ikut giat kampanye terima kasih salam aniessandi,silaturahmi teman teman media giat kampanye terima kasih salam aniessandi
814,positive,Anies-Sandi,"Era #AniesSandi pastinya tidak ada lagi ucapan PEMAHAMAN NENEK LOE!, ucapan yang ada hanyalah prilaku santun... http://fb.me/24ysSwMOQ",era aniessandi pasti ucap paham nenek kamu ucap perilaku santun,era aniessandi paham nenek perilaku santun
815,positive,Anies-Sandi,"Bersama Mas Sugeng, pelaku UMKM Gultik. Saya undang ke posko pemenangan. Semoga usaha tambah sukses dan semakin OK-OCE! #AniesSandi #OKOCE",mas sugeng laku usaha mikro kecil dan menengah gultik undang posko menang semoga usaha sukses oke oke aniessandi okoce,mas sugeng laku usaha mikro tengah gultik undang posko menang semoga usaha sukses oke oke aniessandi okoce
816,positive,Anies-Sandi,#okeoce selalu dihati #pilkadadki,oke oce hati pilkadadki,oke oke hati pilkadadki
817,positive,Anies-Sandi,"Perumahan DP 0%, Pemprov Harus Subsidi Rp 52 Juta Per Unit https://goo.gl/GEyUeP  #ProgramAniesSandi #JanjiKampanye #AniesSandi",rumah uang muka pemerintah provinsi subsidi rupiah juta unit programaniessandi janjikampanye aniessandi,rumah uang muka perintah provinsi subsidi rupiah juta unit programaniessandi janjikampanye aniessandi
818,positive,Anies-Sandi,Kemenangan #AniesSandi kemenangan warga Jakarta! Umat Islam masih harus terus berjuang menuntut keadilan hukum terhadap #AhokPenistaAgama,menang aniessandi menang warga jaka a umat islam juang tuntut adil hukum ahokpenistaagama,menang aniessandi menang warga jaka a umat islam juang tuntut adil hukum ahokpenistaagama
819,positive,Anies-Sandi,#ahok #temanahok #aniessandi Teman Ahok Minta Anies-Sandi Harus Lebih Baik dari Ahok http://dlvr.it/Nyqxzd,ahok temanahok aniessandi teman ahok anies sandi ahok,ahok temanahok aniessandi teman ahok anies sandi ahok
820,positive,Anies-Sandi,"Kemenangan #AniesSandi di #PilkadaDKI putaran ke 2 bukan kemenangan sekelompok orang,tetapi kemenangan seluruh warga DKI rakyat Indonesia.",menang aniessandi pilkadadki putar menang kelompok orang menang warga daerah khusus ibukota rakyat indonesia,menang aniessandi pilkadadki putar menang kelompok orang menang warga daerah khusus ibu kota rakyat indonesia
821,positive,Anies-Sandi,"2. Semoga @aniesbaswedan @JktMajuBersama @sandiuno melebur semua relawan menjadi RELAWAN JAKARTA yang bersatu!#AniesSandi, #menyatukan",semoga aniesbaswedan jktmajubersama sandiuno lebur rawan rawan jaka a satu aniessandi satu,semoga aniesbaswedan jktmajubersama sandiuno lebur rawan rawan jaka a aniessandi
822,positive,Anies-Sandi,"Cfd bersama sandiaga uno..seru,rame & menyehatkan.. #aniessandi #gubernurdkijakarta #okeoceâ€¦ https://www.instagram.com/p/BTNmfVBgqDs/",car free day sandiaga uno seru ramai sehat aniessandi gubernurdkijaka a oke oce,car free day sandiaga uno seru ramai sehat aniessandi gubernurdkijaka a oke oke
823,positive,Anies-Sandi,Tim Transisi Anies-Sandi Usulkan Program DP 0% Masuk APBDâ€¦â€¦ https://goo.gl/fb/NxNsv5  #nasional #aniessandi #apbd #dp #masuk #program #t,tim transisi anies sandi usul program uang muka masuk anggaran pendapatan dan belanja daerah nasional aniessandi anggaran pendapatan dan belanja daerah uang muka masuk program t,tim transisi anies sandi usul program uang muka masuk anggar dapat belanja daerah nasional aniessandi anggar dapat belanja daerah uang muka masuk program t
824,positive,Anies-Sandi,Dahsyat. Tidak Menyesal nyoblos #aniessandi kemarin,dahsyat sesal mencoblos aniessandi kemarin,dahsyat sesal coblos aniessandi kemarin
825,positive,Anies-Sandi,#AhokDjarot yang menerapkan Open Government & Good Governance dengan triple pasword untuk APBD DKI membantu #AniesSandi merealisasi program!,ahok djarot terap open government good governance triple pasword anggaran pendapatan dan belanja daerah daerah khusus ibukota bantu aniessandi realisasi program,ahok djarot terap open government good governance triple pasword anggar dapat belanja daerah daerah khusus ibu kota bantu aniessandi realisasi program
826,positive,Anies-Sandi,Wakil Timses Anies-Sandi Pantau Pencoblosan Ulang di TPS 1 Gambir #WakilTimses #AniesSandi #Pantau #TPS01Gambir https://www.harianbernas.com,wakil tim sukses anies sandi pantau coblos ulang tempat pemungutan suara gambir wakiltimses aniessandi pantau tempat pemungutan suara gambir,wakil tim sukses anies sandi pantau coblos ulang mungut suara gambir wakiltimses aniessandi pantau mungut suara gambir
827,positive,Anies-Sandi,bersyukur kepada Allah bahwa orang cerdas dan pandai masih banyak di jakarta.. buktinya #AniesSandi menang telak ...#Jakarta #cerdas,syukur allah orang cerdas pandai jaka a bukti aniessandi menang telak jaka a cerdas,syukur allah orang cerdas pandai jaka a bukti aniessandi menang telak jaka a cerdas
828,positive,Anies-Sandi,"waduh maaf, saya ahoker tapi kalo yang ini saya setuju sama pak anies.. gimana ya #aniessandi #ahokselaludihati",maaf ahoker kalau tuju anies bagaimana ya aniessandi ahokselaludihati,maaf ahoker tuju anies ya aniessandi ahokselaludihati
829,positive,Anies-Sandi,Menuduh pendukung #AniesSandi ekstrimis itu seperti momen gagal fokus. #AdaAqua. Cc: @MarissaAnita,tuduh dukung aniessandi ekstremis sepe i momen gagal fokus adaaqua cc marissaanita,tuduh dukung aniessandi ekstremis sepe i momen gagal fokus adaaqua cc marissaanita
830,positive,Anies-Sandi,Anies: Komitmen Kita adalah Kota Jakarta Paling Bhineka di Indonesia. #GubernurBaru #AniesSandi Anies-Sandi... http://fb.me/7F3Lncd4W,anies komitmen kota jaka a bineka indonesia gubernurbaru aniessandi anies sandi,anies komitmen kota jaka a bineka indonesia gubernurbaru aniessandi anies sandi
831,positive,Anies-Sandi,"1. kita Jangan biarkan #AniesSandi keluar dari komitmennya. Tetap jadi pendukung yang selalu mengingatkan, menegur, mengkritisi",biar aniessandi komitmen dukung tegur kritisi,biar aniessandi komitmen dukung tegur kritisi
832,positive,Anies-Sandi,Terima kasih untuk Relawan Agus-Sylvi yang Telah Memilih #AniesSandi | http://gl-pro08.com @prabowo @aniesbaswedan @sandiuno,terima kasih rawan agus sylvi pilih aniessandi prabowo aniesbaswedan sandiuno,terima kasih rawan agus sylvi pilih aniessandi prabowo aniesbaswedan sandiuno
833,positive,Anies-Sandi,Anies-Sandi Harus Satukan Warga Jakarta yang Terbelah http://bit.ly/2pYhpup  #AniesSandi #PilkadaDKI,anies sandi satu warga jaka a belah aniessandi pilkadadki,anies sandi warga jaka a belah aniessandi pilkadadki
834,positive,Anies-Sandi,Kemenangan sesungguhnya KEADILAN HUKUM dan KEADILAN SOSIAL yang Timpang dirasakan Rakyat. #AniesSandi #AniesSandiDKI1,menang sungguh adil hukum adil sosial timpang rasa rakyat aniessandi aniessandidki,menang sungguh adil hukum adil sosial timpang rakyat aniessandi aniessandidki
835,positive,Anies-Sandi,"Kami percaya, di bawah kepemimpinan #AniesSandi, Jakarta akan menjadi lebih santun, Jakarta lebih baik lagi, Jakarta yang lebih luar biasa.",percaya pimpin aniessandi jaka a santun jaka a jaka a,percaya pimpin aniessandi jaka a santun jaka a jaka a
836,positive,Anies-Sandi,Siiiip pak. Selalu bantu dan kawal #AniesSandi yaa pak untuk merealisasikan smua programnya.,siiiip bantu kawal aniessandi ya realisasi semua program,siiiip bantu kawal aniessandi ya realisasi program
837,positive,Anies-Sandi,"#AniesSandi itu pemimpin yang akan berada ditengah,yang akan merangkul smua masyarakatnya,tanpa membedakan suku, agama,ras dan antargolongan",aniessandi pimpin tengah rangkul semua masyarakat beda suku agama ras antargolongan,aniessandi pimpin rangkul masyarakat beda suku agama ras antargolongan
838,positive,Anies-Sandi,Polda Diminta Objektif Selidiki Kasus Sandiaga Uno http://merahputih.com/  #merahputih #sandiagauno #aniesSandi #jakarta,kepolisian daerah objektif selidik sandiaga uno merahputih sandiagauno aniessandi jaka a,polisi daerah objektif selidik sandiaga uno merahputih sandiagauno aniessandi jaka a
839,positive,Anies-Sandi,"#PilkadaJakarta #AniesSandi | Wah, apakah Persija bakal punya stadion yang rumputnya seperti di MU dan tempat...",pilkadajaka a aniessandi persija stadion rumput sepe i mu,pilkadajaka a aniessandi persija stadion rumput sepe i mu
